,UID,RequestMode,WallTime,id,type,status,text,is_improved,dispatch_coord,WPT_1_type,WPT_1_name,WPT_2_type,WPT_2_name,RejoinType,RejoinWaypoint,EndpointLat,EndpointLon,SavingType,SavingsValue,SavingsUnits,FlightLevel
87,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582709.550747,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,17.26,sec,320
88,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582709.572214,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.1193,sec,NA
89,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582720.352047,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,11.723,sec,320
90,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582720.352047,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-4.3051,sec,NA
91,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582720.352047,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,17.217,sec,320
92,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582720.372425,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-4.3051,sec,NA
93,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582731.821101,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,10.875,sec,320
94,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582731.821101,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.0237,sec,NA
95,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582731.821101,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,17.134,sec,320
96,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582731.841983,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.0237,sec,NA
97,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582742.487914,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,10.609,sec,320
98,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582742.487914,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.3053,sec,NA
99,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582742.487914,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,16.978,sec,320
100,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582742.509138,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.3053,sec,NA
101,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582747.575643,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,11.984,sec,320
102,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582747.575643,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-3.9258,sec,NA
103,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582747.575643,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,16.917,sec,320
104,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582758.587785,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,10.791,sec,320
105,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582758.587785,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.0958,sec,NA
106,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582758.587785,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,16.825,sec,320
107,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582758.615972,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.0958,sec,NA
108,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582768.690188,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,10.428,sec,320
109,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582768.690188,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.3404,sec,NA
110,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582768.690188,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,16.76,sec,320
111,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582768.714133,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.3404,sec,NA
112,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582780.252971,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,11.083,sec,320
113,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582780.252971,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-4.6033,sec,NA
114,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582780.252971,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,16.629,sec,320
115,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582780.275124,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-4.6033,sec,NA
116,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582791.12119,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,10.377,sec,320
117,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582791.12119,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.2841,sec,NA
118,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582791.12119,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,16.576,sec,320
119,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582791.145789,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.2841,sec,NA
120,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582801.565919,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,10.081,sec,320
121,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582801.565919,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.5166,sec,NA
122,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582801.565919,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,16.479,sec,320
123,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582801.589895,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.5166,sec,NA
124,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582807.816267,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,11.917,sec,320
125,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582807.816267,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-3.6567,sec,NA
126,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582807.816267,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,16.429,sec,320
127,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582817.525368,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,10.296,sec,320
128,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582817.525368,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.2466,sec,NA
129,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582817.525368,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,16.405,sec,320
130,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582817.549264,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.2466,sec,NA
131,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582828.07231,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,10.014,sec,320
132,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582828.07231,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.4638,sec,NA
133,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582828.07231,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,16.38,sec,320
134,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582828.096686,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.4638,sec,NA
135,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582838.938441,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,11.225,sec,320
136,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582838.938441,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-4.2332,sec,NA
137,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582838.938441,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,16.358,sec,320
138,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582838.95969,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-4.2332,sec,NA
139,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582850.434814,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,10.143,sec,320
140,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582850.434814,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.2517,sec,NA
141,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582850.434814,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,16.301,sec,320
142,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582850.460122,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.2517,sec,NA
143,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582861.150229,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,9.8723,sec,320
144,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582861.150229,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.4556,sec,NA
145,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582861.150229,17,VERTICAL,FILTERED,FL320,false,false,UNDEFINED,,UNDEFINED,,UNDEFINED,,0.00000000,0.0000000000,Time,16.237,sec,320
146,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582861.174823,16,SELECTED,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-5.4556,sec,NA
147,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582869.189414,15,COMBO,FILTERED,FL320 / YKM,false,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,11.124,sec,320
148,R_Walters-2cf0-EFB_BB45_20210312_085351,AUTO,1615582869.189414,16,LATERAL,SOLUTION,YKM,true,false,UNDEFINED,,UNDEFINED,,REJOIN,YKM,0.00000000,0.0000000000,Time,-4.201,sec,NA
